sentence;url;place;lat;lon;sentiment_score;sentiment
Refugee Project is just some energy I had.;http://www.papermag.com/lauryn-hill-20-years-2579839113.html;United States;38.0;-97.0;0.0;neutral
migrants are welcome here” along the march route, which began outside Dallas City Hall.;https://www.couriermail.com.au/news/demonstrators-march-across-america-to-protest-trumps-hard-line-immigration-policies/news-story/a479cfd40648958858b7d6848ab45815?nk=684faa19e5a3ccb000928f0809fa8c06-1530386294;United States;38.0;-97.0;0.4;positive
migrant communities are.;https://indiacurrents.com/appeal-to-aunties-help-end-family-detention/;United States;38.0;-97.0;0.0;neutral
migrants are estimated to have died crossing the Mediterranean so far this year.;http://www.newser.com/article/8ea55e0394d44142a0495811db8d8c42/spanish-boat-saves-60-migrants-but-italy-locks-its-ports.html;Malta;35.83;14.58;0.1;positive
migrants are respected, but priority is given to the people who really need to mobilize.;https://www.latinamericanpost.com/index.php/analysis-global/21886-is-europe-trying-to-stop-the-massive-arrival-of-migrants-and-refugees;Germany;51.0;9.0;0.2;positive
Refugees are not animals’ One of the speakers at the event, Sandra Azocar, came to Edmonton as a refugee from Chile when she was a child.;https://www.thestar.com/edmonton/2018/06/30/edmontonians-hold-demonstration-denouncing-policies-separating-children-from-families.html;Chile;-30.0;-71.0;0.0;neutral
migrants are estimated to have died on Mediterranean so far this year.;http://www.nwaonline.com/news/2018/jun/30/fear-turns-into-joy-rescue-boat-saves-6/;Malta;35.83;14.58;0.1;positive
"refugees are,"" she told CNN via Instagram.";http://www.wfmz.com/news/cnn-national/massive-crowds-to-protest-trumps-immigration-policies/761228509;United States;38.0;-97.0;0.0;neutral
refugees are sheltering in tent camps along the Israeli-controlled Golan Heights, “often lacking access to water, electricity, sources of food or other basic necessities,” the Israeli military said.;https://www.sfgate.com/world/article/Palestinians-say-13-year-old-killed-along-border-13038855.php;Syria;35.0;38.0;-0.075;negative
migrant families is far preferable to holding crying children in cages isolated from their parents.;https://www.thetimesherald.com/story/news/local/2018/06/30/asheville-immigration-rally-adds-voices-protests-nationwide/748108002/;Mexico;23.0;-102.0;-0.05;negative
"Asylum seekers are not criminals,"" said one.";https://www.channelnewsasia.com/news/world/thousands-in-us-march-against-immigration-policy-10487282;United States;38.0;-97.0;0.0;neutral
Migrants do not enjoy protection and/or privileges under international law while refugees do.;http://www.theshillongtimes.com/2018/06/30/assam-a-critical-case/;Bangladesh;24.0;90.0;-0.1;negative
refugees are not allowed in.;http://www.en.netralnews.com/news/international/read/22179/israel.does.not.allow.syrian.refugees.to.enter.their.territory;Syria;35.0;38.0;0.0;neutral
"migrants are welcome here"" along the march route, which began outside Dallas City Hall.";https://www.myarklamiss.com/news/the-latest-immigration-protesters-calling-for-clear-plan/1275265972;United States;38.0;-97.0;0.4;positive
refugees are just too scared to go back to Rakhine,” one refugee coordinator said.;https://www.thehindu.com/news/international/hindu-rohingya-refugees-also-wait-for-a-home/article24301661.ece;Myanmar;22.0;98.0;0.0;neutral
migrants are illegally smuggled from here.;http://www.nigerianeye.com/2018/06/uk-nurse-convicted-of-sex-trafficking.html;Germany;51.0;9.0;-0.5;negative
refugees are required to apply for safe haven in the first safe country they enter.;http://www.speroforum.com/a/PARLQMYXRI43/83600-Report-Trump-administration-to-change-asylum-rules-for-border-crossers;Mexico;23.0;-102.0;0.417;positive
refugees would not be allowed to enter.;https://www.msn.com/en-za/news/other/israel-says-no-to-civilians-fleeing-syria/ar-AAzneMP;Syria;35.0;38.0;0.0;neutral
asylum seekers are Central Americans who come through Mexico to seek asylum in the US.;https://www.americanthinker.com/blog/2018/06/leaked_justice_department_memo_shows_new_sensible_changes_in_asylum_rules.html;Central African Republic;7.0;21.0;0.0;neutral
migrant children are being forcibly taken from their parents at the border, While their mums and dads are sent to federal jails, some of the youngsters are put in cages.;https://www.mirror.co.uk/news/world-news/donald-trump-fooled-prank-call-12823638;United States;38.0;-97.0;0.5;positive
refugees are welcome here,” they chanted, also declaring a welcome for Muslims.;https://tribune.com.pk/story/1746697/3-protesters-across-us-march-immigration-policy/;United States;38.0;-97.0;0.8;positive
refugees are living in crowded and unsafe refugee camps;https://www.gov.uk/government/news/uk-government-calls-for-more-international-support-for-rohingya-refugees-in-bangladesh;Bangladesh;24.0;90.0;0.0;neutral
asylum seekers who are in future identified by German authorities at the German-Austrian border and who have a Eurodac registration in those countries;https://www.thelocal.es/20180630/spain-and-greece-accords-help-merkel-ease-migrant-row;Ukraine;49.0;32.0;0.0;neutral
migrants do not meet our criteria (to claim asylum), and that they must leave.'';https://www.huffingtonpost.ca/2018/06/29/theres-a-lot-of-baloney-in-michelle-rempels-asylum-seekers-claim_a_23471406/;United States;38.0;-97.0;0.0;neutral
refugee resettlement is affecting refugees of all faiths.';https://www.middleeaststar.com/news/257587294/us-accepts-record-high-percentage-of-christian-refugees;Israel;31.5;34.75;0.0;neutral
migrants are refugees.;https://www.theglobeandmail.com/opinion/article-can-one-of-the-nicest-places-in-the-world-canada-survive-whats-to/;Canada;60.0;-95.0;0.0;neutral
refugees who are feeling unsafe in the United States might then have some recourse in terms of applying for asylum,” Penny added.;https://globalnews.ca/news/4305780/london-marches-for-migrant-children-to-be-reunited-with-families-at-victoria-park/;United States;38.0;-97.0;0.0;neutral
migrants who are already registered in those countries.;https://www.dw.com/en/14-countries-agree-to-migrant-return-scheme-with-germany/a-44468640;Latvia;57.0;25.0;0.0;neutral
migrants is wrong and un-American;https://www.shreveporttimes.com/story/news/local/blogs/2018/06/30/demonizing-mexican-immigrants-wrong-and-un-american/741815002/;China;35.0;105.0;-0.5;negative
refugees who are coming today don’t have a choice, they’re part of that conversation whether they want to be or not.”;http://www.humboldtjournal.ca/news/local-news/sharing-the-narrative-for-world-refugee-day-1.23350849;Syria;35.0;38.0;0.0;neutral
refugees are present in Libya.;http://www.breitbart.com/london/2018/06/30/french-newspaper-claims-700000-million-migrants-libya/;Tunisia;34.0;9.0;0.0;neutral
migrants are welcome here.”;http://thehill.com/homenews/news/395017-thousands-gather-in-dc-to-protest-trump-immigration-policies;United States;38.0;-97.0;0.8;positive
migrant crisis is affecting everyone.;https://www.screendaily.com/features/karlovy-vary-via-carpartia-directors-on-making-a-middle-class-film-about-europes-refugee-crisis/5130519.article;Poland;52.0;20.0;0.0;neutral
migrant children are coming unaccompanied, which means that there will be additional trauma which calls for a need for resources that will cause an unnecessary financial burden for states.;http://bipartisanreport.com/2018/06/29/18-u-s-states-band-together-announce-historic-legal-action-to-stop-donald-trump/;United States;38.0;-97.0;-0.2;negative
migrants is more entrenched than ever – the measures announced in the EU agreement seem unclear and far from unanimously agreed upon.;https://www.msn.com/en-gb/news/world/eu-migration-deal-agrees-that-they-don-e2-80-99t-agree-on-anything/ar-AAznefC;Malta;35.83;14.58;0.3;positive
migrants are living in the U.S. illegally?;https://www.azcentral.com/story/news/politics/2018/06/30/illegal-immigration-facts-children-immigrants/747934002/;Mexico;23.0;-102.0;-0.5;negative
"refugees are welcome here,"" said Rissel Peguero Almonte, one of the rally’s organizers.";http://www.wbay.com/content/news/Protesters-fill-up-Green-Bays-City-Deck-for-Families-Belong-Together-Rally-487031161.html;United States;38.0;-97.0;0.8;positive
migrants who are saved on the EU territory;http://www.romaniapress.com/news=99898;Macedonia, Republic of;41.83;22.0;0.0;neutral
migrants are preparing for a major battle ahead.;https://www.opb.org/news/article/npr-the-us-has-a-long-troubled-history-of-detaining-families-together/;United States;38.0;-97.0;0.062;positive
"Refugees are welcome here,"" or ""Hi ho, ICE has got to go.""";https://www.nola.com/politics/index.ssf/2018/06/hundreds_protest_trumps_immigr.html;Mexico;23.0;-102.0;0.8;positive
migrants are criminals and actors who are trying to come to the USA to cause harm to the American people.;https://hollywoodlife.com/2018/06/29/melania-trump-disgusted-by-donald-immigration-kids-border/;United States;38.0;-97.0;0.0;neutral
refugees are deserving of much more consideration and sympathy than they’re being officially given.;http://www.sungazette.com/news/top-news/2018/06/group-marches-to-support-immigrant-children-at-border/;Mexico;23.0;-102.0;0.55;positive
migrants are kept in custody move through the system quicker than if they are released.;http://rinf.com/alt-news/newswire/presstv-us-says-it-will-detain-migrant-children-with-parents/;United States;38.0;-97.0;0.0;neutral
refugees is something the kingdom cannot respond to;http://www.xinhuanet.com/english/2018-07/01/c_137292571.htm;Jordan;31.0;36.0;0.0;neutral
migrants are seeking asylum in Mexico, but Cordon seemed unenthused.;https://www.thebostonpilot.com/article.asp?Source=Popular&ID=182690;Mexico;23.0;-102.0;0.0;neutral
refugees are missing and feared dead after their boat capsized off the coast of Libya, according to the Libyan coastguard.;http://myrepublica.nagariknetwork.com/news/at-least-100-feared-dead-after-boat-sinks-off-libya-coast/;Tunisia;34.0;9.0;-0.2;negative
Refugees are welcome here, immigrants are welcome here.;https://www.cbsnews.com/news/trump-immigration-family-separation-protests-today-nationwide-2018-06-30-live-updates/;United States;38.0;-97.0;0.8;positive
asylum seekers are not allowed to work.;http://vigorousnow.com/2018/06/30/italy-blocks-joint-text-on-trade-defense-at-european-union/;Italy;42.83;12.83;0.0;neutral
migrants are pouring into Europe unhindered.;http://www.koreatimes.co.kr/www/opinion/2018/07/198_251470.html;Turkey;39.0;35.0;0.0;neutral
"migrants are welcome here"" and ""Asylum seeking is not illegal"" to occasional cheers from people across the street at the farmer's market.";https://www.newsleader.com/story/news/local/2018/06/30/staunton-sees-familiesbelongtogether-rally/745864002/;Germany;51.0;9.0;0.35;positive
migrant women is open at the Library of Birmingham.;https://www.independent.co.uk/news/world/refugee-women-art-migrant-blanket-stories-somalia-yemen-syria-pakistan-afghanistan-a8422921.html;United Kingdom;54.0;-2.0;0.0;neutral
refugees are facing new difficulties as monsoon hits the coastal areas of Bangladesh, leaving their camps inundated and cut off from the main areas.;http://www.presstv.com/Detail/2018/06/30/566519/Rohingya-refugees-camp-Bangladesh-Monsoon-flood;Bangladesh;24.0;90.0;0.152;positive
migrants who are registered in other EU countries.;https://news.am/eng/news/459424.html;Germany;51.0;9.0;-0.125;negative
migrant detainees are being held in two-men cells in what are called units, which house about 120 men and have open areas with tables, televisions, computers and phones.;https://www.pasadenastarnews.com/2018/06/29/immigration-inmates-in-victorville-get-more-scabies-chicken-pox-protesters-to-gather-saturday/;Mexico;23.0;-102.0;0.0;neutral
migrants would not be safe in Libya, where they have faced abuse in holding centres, and that returning them there would breach international refugee law.;https://uk.news.yahoo.com/malta-says-migrants-board-lifeline-rescue-ship-mainly-150825642.html;Germany;51.0;9.0;0.25;positive
"refugees are welcome here,"" they chanted, also declaring a welcome for Muslims.";http://news.abs-cbn.com/overseas/07/01/18/thousands-in-us-march-against-immigration-policy;United States;38.0;-97.0;0.8;positive
refugees and are now full citizens, is the legitimate expression of the self-determination of an oppressed indigenous, Middle Eastern people.;http://jewishrefugees.blogspot.com/2018/06/seventy-years-ago-morocco-pogroms.html;Morocco;32.0;-5.0;0.175;positive
refugees are welcome here;https://timesofindia.indiatimes.com/world/us/thousands-in-us-march-against-immigration-policy/articleshow/64809864.cms;Central African Republic;7.0;21.0;0.8;positive
migrants are feared dead after their boat capsized off the Libyan coast on Friday, the country's navy official says.;http://www.risingbd.com/english/100-migrants-feared-dead-in-boat-capsize-off-Libya/54869;Italy;42.83;12.83;-0.2;negative
migrants are being held in other private federal prisons in the state, under the custody of U.S.;https://www.alamogordonews.com/story/news/local/new-mexico/2018/06/29/ice-new-mexico-illegal-immigration-customs-law-enforcement-prison-committee/747158002/;United States;38.0;-97.0;-0.062;negative
migrants are vetted) and that it certainly doesn’t “abuse the asylum system” (because would-be refugees are treated separately than would-be immigrants;https://ipolitics.ca/2018/06/29/rempel-doesnt-think-she-gets-a-fair-shake-from-the-media/;Canada;60.0;-95.0;0.214;positive
migrants who are already in the EU.;https://www.dw.com/en/austrian-chancellor-sebastian-kurz-the-eus-new-power-broker/a-44466137;Austria;47.33;13.33;0.0;neutral
"migrants do not meet our criteria (to claim asylum), and that they must leave.""";http://thechronicleherald.ca/canada/1581017-baloney-meter-are-a-majority-of-asylum-seekers-to-canada-doomed-to-rejection;United States;38.0;-97.0;0.0;neutral
migrant crises are fueled by Latin and South American economic and political crises;https://www.modernghana.com/news/865030/global-asylum-and-refugee-crises-a-ticking-time-bomb.html;Germany;51.0;9.0;0.067;positive
Refugee Agency, is deeply saddened at the latest tragedy in the Mediterranean Sea.;http://humanitariannews.org/20180630/libya-unhcr-appalled-loss-life-sea-coast-libya;United States;38.0;-97.0;0.25;positive
migrant flows are drastically reduced from their 2015 peak;https://www.pressherald.com/2018/06/30/europe-wants-to-outsource-asylum-processing/;Mexico;23.0;-102.0;0.0;neutral
"migrant children are not accounted for with the same efficiency and accuracy as property"" catalogued by the government, Judge Sabraw said.";https://www.independent.ie/world-news/americas/us-wont-say-how-it-plans-to-reunite-migrant-families-37065617.html;United States;38.0;-97.0;0.0;neutral
"migrants are welcome here.""";https://www.ydr.com/story/news/2018/06/30/protesters-fed-up-trumps-zero-tolerance-immigration-policy/747859002/;United States;38.0;-97.0;0.8;positive
Asylum seekers are not criminals,” said one.;http://www.scmp.com/news/world/united-states-canada/article/2153259/marchers-across-us-protest-immigration-policy;United States;38.0;-97.0;0.0;neutral
migrants are trying to leave.;https://www.pressherald.com/2018/06/30/sen-angus-king-joins-brunswick-immigration-rally/;United Kingdom;54.0;-2.0;0.0;neutral
migrants not entering the country via official entry ports;https://www.dw.com/en/donald-trump-signs-order-to-end-family-separations/a-44320438;United States;38.0;-97.0;0.0;neutral
Asylum seekers are not criminals.”;https://www.centralmaine.com/2018/06/30/augusta-farmington-immigration-rallies-draw-hundreds/;United States;38.0;-97.0;0.0;neutral
migrant children are experiencing.;https://www.newsobserver.com/news/local/article214123614.html;Mexico;23.0;-102.0;0.0;neutral
migrant advocates are likely to seek additional legal action if migrant families are detained for months.;https://nationalpost.com/news/world/trump-administration-plans-to-detain-migrant-families-for-months-rather-than-release-them;United States;38.0;-97.0;0.1;positive
Migrant centres are to be established in EU states to process asylum claims after political leaders hammered out a compromise package of measures.;https://www.independent.ie/irish-news/news/migration-crisis-largely-created-by-politicians-varadkar-37066883.html;Italy;42.83;12.83;0.0;neutral
refugees are responsible for the problems in our country,” says Allocca.;https://www.financialexpress.com/entertainment/a-dream-run/1226751/;Tunisia;34.0;9.0;0.2;positive
migrants is becoming a hot topic at an EU summit in Brussels that is focusing on EU migration policy.;http://www.businessinsider.com/ap-eu-lawmakers-sail-on-observer-mission-with-rescue-ship-2018-6;Belgium;50.83;4.0;0.35;positive
